-5.000000000000000000e+00 3.846153846153846367e-02
-4.900000000000000355e+00 3.998400639744101315e-02
-4.799999999999999822e+00 4.159733777038270019e-02
-4.700000000000000178e+00 4.330879168471198776e-02
-4.599999999999999645e+00 4.512635379061372826e-02
-4.500000000000000000e+00 4.705882352941176405e-02
-4.400000000000000355e+00 4.911591355599213143e-02
-4.299999999999999822e+00 5.130836326321190632e-02
-4.200000000000000178e+00 5.364806866952789854e-02
-4.099999999999999645e+00 5.614823133071308869e-02
-4.000000000000000000e+00 5.882352941176470507e-02
-3.899999999999999911e+00 6.169031462060456383e-02
-3.799999999999999822e+00 6.476683937823835002e-02
-3.700000000000000178e+00 6.807351940095301979e-02
-3.599999999999999645e+00 7.163323782234957970e-02
-3.500000000000000000e+00 7.547169811320754429e-02
-3.399999999999999911e+00 7.961783439490446868e-02
-3.299999999999999822e+00 8.410428931875527092e-02
-3.200000000000000178e+00 8.896797153024910143e-02
-3.099999999999999645e+00 9.425070688030162680e-02
-3.000000000000000000e+00 1.000000000000000056e-01
-2.899999999999999911e+00 1.062699256110520712e-01
-2.799999999999999822e+00 1.131221719457013580e-01
-2.699999999999999734e+00 1.206272617611580389e-01
-2.599999999999999645e+00 1.288659793814433407e-01
-2.500000000000000000e+00 1.379310344827586188e-01
-2.399999999999999911e+00 1.479289940828402428e-01
-2.299999999999999822e+00 1.589825119236884243e-01
-2.199999999999999734e+00 1.712328767123287854e-01
-2.099999999999999645e+00 1.848428835489834277e-01
-2.000000000000000000e+00 2.000000000000000111e-01
-1.899999999999999911e+00 2.169197396963123969e-01
-1.799999999999999822e+00 2.358490566037736158e-01
-1.699999999999999734e+00 2.570694087403599393e-01
-1.599999999999999645e+00 2.808988764044944575e-01
-1.500000000000000000e+00 3.076923076923077094e-01
-1.399999999999999911e+00 3.378378378378378288e-01
-1.299999999999999822e+00 3.717472118959108673e-01
-1.199999999999999734e+00 4.098360655737705582e-01
-1.099999999999999645e+00 4.524886877828055987e-01
-1.000000000000000000e+00 5.000000000000000000e-01
-8.999999999999994671e-01 5.524861878453041220e-01
-7.999999999999998224e-01 6.097560975609757072e-01
-7.000000000000001776e-01 6.711409395973153558e-01
-5.999999999999996447e-01 7.352941176470589868e-01
-5.000000000000000000e-01 8.000000000000000444e-01
-3.999999999999994671e-01 8.620689655172416588e-01
-2.999999999999998224e-01 9.174311926605506207e-01
-1.999999999999992895e-01 9.615384615384616751e-01
-9.999999999999964473e-02 9.900990099009900902e-01
0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000005329e-01 9.900990099009900902e-01
2.000000000000001776e-01 9.615384615384614531e-01
3.000000000000007105e-01 9.174311926605500656e-01
4.000000000000003553e-01 8.620689655172411037e-01
5.000000000000000000e-01 8.000000000000000444e-01
6.000000000000005329e-01 7.352941176470584317e-01
7.000000000000001776e-01 6.711409395973153558e-01
8.000000000000007105e-01 6.097560975609752631e-01
9.000000000000003553e-01 5.524861878453036779e-01
1.000000000000000000e+00 5.000000000000000000e-01
1.100000000000000533e+00 4.524886877828052656e-01
1.200000000000000178e+00 4.098360655737704472e-01
1.300000000000000711e+00 3.717472118959104788e-01
1.400000000000000355e+00 3.378378378378377178e-01
1.500000000000000000e+00 3.076923076923077094e-01
1.600000000000000533e+00 2.808988764044942354e-01
1.700000000000000178e+00 2.570694087403598838e-01
1.800000000000000711e+00 2.358490566037734770e-01
1.900000000000000355e+00 2.169197396963123137e-01
2.000000000000000000e+00 2.000000000000000111e-01
2.100000000000000533e+00 1.848428835489832889e-01
2.200000000000000178e+00 1.712328767123287576e-01
2.300000000000000711e+00 1.589825119236883133e-01
2.400000000000000355e+00 1.479289940828402150e-01
2.500000000000000000e+00 1.379310344827586188e-01
2.600000000000000533e+00 1.288659793814432575e-01
2.700000000000000178e+00 1.206272617611580111e-01
2.800000000000000711e+00 1.131221719457013164e-01
2.900000000000000355e+00 1.062699256110520574e-01
3.000000000000000000e+00 1.000000000000000056e-01
3.099999999999999645e+00 9.425070688030162680e-02
3.200000000000001066e+00 8.896797153024904592e-02
3.300000000000000711e+00 8.410428931875522929e-02
3.400000000000000355e+00 7.961783439490444092e-02
3.500000000000000000e+00 7.547169811320754429e-02
3.599999999999999645e+00 7.163323782234957970e-02
3.700000000000001066e+00 6.807351940095299203e-02
3.800000000000000711e+00 6.476683937823832227e-02
3.900000000000000355e+00 6.169031462060456383e-02
4.000000000000000000e+00 5.882352941176470507e-02
4.099999999999999645e+00 5.614823133071308869e-02
4.200000000000001066e+00 5.364806866952787773e-02
4.300000000000000711e+00 5.130836326321188551e-02
4.400000000000000355e+00 4.911591355599213143e-02
4.500000000000000000e+00 4.705882352941176405e-02
4.600000000000001421e+00 4.512635379061368662e-02
4.700000000000001066e+00 4.330879168471197388e-02
4.800000000000000711e+00 4.159733777038268632e-02
4.900000000000000355e+00 3.998400639744101315e-02
5.000000000000000000e+00 3.846153846153846367e-02
